treaty_id,treaty_type,coverage_start_date,coverage_end_date,ceding_company,reinsurer_name,limit_amount,retention_amount,quota_share_percent,commission_percent,profit_commission_flag
TREATY224917,Quota Share,2023-05-25,2026-02-25,Walters Inc,Lynn-Newton,2765741.39,510338.7,60.27,18.94,True
TREATY215841,XoL,2023-03-13,2027-08-19,Williamson PLC,"Douglas, Hicks and Morris",1169416.7,61605.75,34.2,7.59,False
TREATY173561,Quota Share,2016-01-19,2019-05-10,"Thomas, Collins and Dickerson","Cantu, Ross and Diaz",7037273.73,104467.29,48.8,8.02,False
TREATY620650,Quota Share,2022-02-24,2026-03-13,Reynolds-Cline,Garcia-Fields,3481738.71,658042.72,30.86,12.13,True
TREATY877942,Facultative,2019-08-15,2022-04-03,Brown-Robertson,Parker and Sons,7827779.36,241328.75,71.31,18.4,True
TREATY043826,Quota Share,2022-03-18,2024-03-08,"Deleon, Hill and Hunt","Aguilar, Graves and Brown",7587835.07,438023.8,61.92,17.4,False
TREATY523283,Quota Share,2016-03-11,2019-01-11,Ortega Group,"Howard, Ray and Garcia",1528473.44,978101.8,13.08,23.33,True
TREATY561062,XoL,2023-01-13,2025-06-19,"Rodriguez, Herrera and Scott",Swanson-Huang,9412768.3,418223.57,71.07,11.95,False
TREATY808015,Quota Share,2023-02-02,2027-09-28,Cooper Inc,"Nunez, Mejia and Waters",7469825.52,522808.73,46.67,18.28,True
TREATY760959,XoL,2023-02-16,2025-07-29,Elliott-Kaufman,"Murphy, Park and Holmes",8773224.93,343322.98,42.46,9.6,False
TREATY562949,Facultative,2020-12-11,2022-08-22,Cox Ltd,Norton-Bean,4337366.24,455669.42,50.89,20.01,True
TREATY421972,Facultative,2021-07-26,2022-10-06,"Hall, Bates and Garcia",Carroll LLC,8097191.22,760588.43,26.32,14.21,True
TREATY788923,Facultative,2018-10-27,2023-03-29,Wilkinson LLC,Foster-Matthews,2116772.14,690055.35,44.39,7.12,False
TREATY904771,Surplus,2023-08-02,2027-02-14,Jones and Sons,"Jones, Gregory and Johnson",9285653.34,591846.66,27.16,15.92,False
TREATY919810,Surplus,2022-09-23,2027-03-16,Price-Adams,Lowe-Brennan,3254524.44,571308.18,53.72,6.99,True
TREATY718158,Facultative,2018-12-08,2023-07-10,Hunt LLC,Butler and Sons,6630283.96,505474.84,57.65,15.36,False
TREATY165611,XoL,2015-02-28,2019-11-12,Golden Group,Mcintyre PLC,6866674.63,120640.33,43.26,7.8,False
TREATY207863,Quota Share,2023-02-27,2027-08-27,Hernandez-Russo,Bailey and Sons,4790251.56,62787.94,62.66,17.76,True
TREATY808573,Quota Share,2023-10-03,2025-05-03,"Armstrong, Clark and Donaldson",Keller Group,8946503.04,886044.05,53.17,21.38,True
TREATY342969,Surplus,2023-04-26,2027-12-19,Rangel Inc,Sullivan-Knox,4781902.8,355751.45,75.45,10.27,True
TREATY911035,Surplus,2020-05-02,2022-09-26,"Adams, Walters and Hooper",Miller LLC,7129508.14,398184.14,82.86,22.07,True
TREATY924880,Facultative,2023-05-10,2026-08-10,Rhodes Inc,"Meyer, Thomas and Kramer",7897019.09,502008.49,32.34,7.75,False
TREATY130466,Facultative,2023-10-31,2028-04-27,"Frederick, Harrington and Cannon",Jennings-Owens,4209169.3,489250.55,86.44,24.33,False
TREATY059456,XoL,2016-02-07,2018-08-13,Jackson-Gonzalez,Rogers-Knapp,1978596.59,526457.88,54.66,6.81,True
TREATY304603,Facultative,2020-11-14,2025-04-05,Hudson-Clarke,Moran LLC,4343525.89,137263.21,72.06,16.11,False
TREATY239112,XoL,2018-02-10,2021-12-04,Gray Ltd,Dixon Group,9706545.68,976623.8,34.7,18.15,True
TREATY856275,XoL,2023-05-25,2027-12-09,Campbell PLC,Martinez-Hill,9802246.73,346394.45,80.84,9.99,True
TREATY348700,XoL,2017-10-09,2020-10-04,"Rivera, Wright and Buchanan","Mccann, Smith and Knight",3426649.41,802215.1,74.81,13.9,True
TREATY740861,XoL,2022-07-17,2025-11-22,Sweeney Inc,Wagner Inc,5320941.98,860933.91,31.6,19.88,False
TREATY136192,Quota Share,2022-06-19,2026-07-18,Wilson Ltd,Walker-Martinez,113158.83,719910.91,32.02,19.95,False
TREATY654341,Quota Share,2021-02-20,2022-05-31,Perez Ltd,Rose-Phillips,1803862.03,771183.77,23.46,23.87,True
TREATY727150,Surplus,2018-07-15,2022-11-16,"Murphy, Jones and Jackson",Rogers Inc,7713913.37,231115.65,51.3,21.53,False
TREATY106851,Facultative,2016-11-22,2018-09-12,Williams Group,"Wilson, Santos and Flores",8963648.7,886224.41,87.39,16.15,True
TREATY058872,Surplus,2018-10-27,2020-09-21,"Smith, Diaz and Gaines",Clark-Calderon,9534161.48,603979.92,30.98,13.19,False
TREATY781787,Facultative,2015-09-21,2017-07-06,Moody PLC,"Stark, Frazier and Gonzales",697340.93,771584.64,33.89,11.52,False
TREATY304017,Quota Share,2016-10-26,2018-02-26,Martinez LLC,Phelps-Anderson,9576748.76,930716.4,21.6,23.42,False
TREATY062428,Surplus,2020-02-24,2022-04-01,Taylor-Holmes,Reyes PLC,586244.56,853691.76,81.14,12.85,True
TREATY588828,Quota Share,2017-09-09,2019-03-20,"Moore, Harris and Dunn",Humphrey and Sons,1021978.58,912774.9,89.92,16.22,True
TREATY754384,Surplus,2018-07-12,2020-01-28,"Howard, Charles and Summers",Jones-Warren,2765618.45,817977.69,27.8,8.05,True
TREATY470705,Facultative,2020-09-15,2023-01-20,"Maynard, Gibson and Townsend",Ellis-Young,1606309.32,864244.07,76.32,19.48,False
TREATY216092,Quota Share,2023-01-03,2024-01-31,Marshall PLC,Hopkins-Pacheco,7994422.5,146313.46,85.8,24.87,True
TREATY566846,Surplus,2020-10-12,2022-10-26,Smith-Jones,Vaughan Ltd,1140707.65,718406.9,81.04,21.67,True
TREATY589445,Surplus,2017-09-08,2019-04-07,"Johnson, Freeman and Jimenez",Adams PLC,7827718.36,111813.48,20.47,13.39,True
TREATY790197,XoL,2019-07-25,2021-07-01,Holland-Blanchard,Moore-White,7985605.86,706904.93,42.49,6.46,True
TREATY895449,Surplus,2019-11-28,2023-10-30,Mosley-Anderson,Velez Inc,7652741.77,248498.71,11.4,11.02,False
TREATY604302,Quota Share,2020-09-20,2022-04-26,Zhang Group,"Jackson, Guerrero and Mayo",1830716.82,995412.75,62.84,9.9,True
TREATY523099,Quota Share,2021-07-26,2026-05-14,"Case, Castillo and Kramer",Smith Ltd,8300429.23,794349.57,33.49,10.16,True
TREATY168160,Facultative,2019-09-21,2022-02-11,"Williams, Andrews and Short","Lewis, Martinez and Ferguson",438543.62,259196.3,32.81,18.28,False
TREATY485596,Surplus,2018-08-22,2023-04-28,Smith and Sons,"Le, Jones and Watson",1580882.6,512122.8,47.76,18.79,False
TREATY418424,Facultative,2022-01-01,2026-01-30,Lee PLC,Hodges-Jacobs,7363362.72,310517.87,64.52,11.82,False
TREATY781976,Facultative,2020-04-14,2024-04-21,Johnson Group,Martinez-Sanders,4265405.81,217691.04,51.98,22.23,True
TREATY463928,Facultative,2019-09-15,2024-06-26,Sims Ltd,Spears-Murphy,6592867.44,870048.32,77.44,21.2,True
TREATY296115,XoL,2022-04-07,2025-09-30,Jones and Sons,Clayton Ltd,386318.24,879187.84,15.03,10.87,False
TREATY648779,Surplus,2016-05-31,2020-04-09,Davis PLC,Yoder Ltd,794548.88,278720.87,67.98,8.66,True
TREATY369706,Quota Share,2023-05-18,2025-12-05,Jordan Inc,Rasmussen-Fuentes,3370977.8,406451.95,39.32,16.72,False
TREATY872063,Surplus,2019-07-21,2020-12-04,Edwards Ltd,"Allen, Parker and Johnson",8706979.73,455377.36,52.31,24.95,False
TREATY065387,Surplus,2020-01-01,2023-05-01,"Padilla, Lopez and Shields",Preston Ltd,8434593.41,375059.54,15.0,11.59,True
TREATY900891,Facultative,2022-09-05,2024-12-09,"Evans, Adams and Hill",Moore-Thomas,5661710.53,852870.63,54.69,15.59,True
TREATY865560,Facultative,2022-09-17,2027-05-21,Palmer-Parker,Schmidt-Middleton,9116382.06,268581.81,73.6,12.37,True
TREATY111568,XoL,2020-06-12,2023-06-06,"Mckinney, Gates and Bradley","Brown, Benson and Johnson",5778633.96,276549.19,57.47,15.26,True
TREATY949289,Facultative,2022-06-10,2026-10-23,Hoffman-Kelley,Harrison Ltd,574054.08,397442.04,87.87,24.97,True
TREATY744293,Quota Share,2020-10-23,2023-01-27,Davis-Smith,Howell-Martinez,2139734.06,739971.3,64.1,14.41,True
TREATY400578,Facultative,2016-09-07,2020-12-18,Nichols-Grimes,Wilson Ltd,9201293.3,160705.97,51.43,20.3,False
TREATY201816,XoL,2016-12-17,2021-01-04,Livingston-Mccann,Peters-Wilcox,2624218.23,505369.35,32.29,21.99,True
TREATY547369,Facultative,2023-06-24,2025-09-17,Rios LLC,Burch-Campbell,9916168.87,316697.06,87.67,13.07,True
TREATY725681,Quota Share,2023-03-05,2027-07-08,"Jackson, Mejia and Webster",Taylor Inc,7570450.53,364421.23,43.05,10.0,False
TREATY778317,Quota Share,2023-01-05,2025-01-10,Peterson and Sons,"Stone, Morgan and Austin",6636193.07,121987.09,84.24,9.32,False
TREATY912783,XoL,2020-09-25,2025-07-16,Graham LLC,Evans-English,909004.62,967175.62,69.73,8.94,True
TREATY935207,Surplus,2021-02-27,2023-05-19,Fitzpatrick-Pacheco,"Wilkinson, Esparza and Williamson",6403538.23,221771.01,65.23,18.35,True
TREATY837158,XoL,2021-03-26,2023-02-12,"Larsen, Smith and Smith","Villa, Keller and English",7354395.24,385181.72,40.41,18.48,False
TREATY000439,Surplus,2015-11-26,2020-10-30,Mckinney-Eaton,"Bentley, Elliott and Mitchell",8419933.71,490336.68,87.12,22.58,False
TREATY736775,Surplus,2023-12-23,2028-01-05,"Hardy, Curry and Duncan",Green-Kennedy,4232927.14,793866.81,74.66,12.02,True
TREATY029588,Facultative,2020-09-07,2024-10-01,"Stein, Tanner and Cabrera",Mckee-Hutchinson,4081040.92,850850.31,44.28,12.43,False
TREATY688603,Facultative,2016-12-21,2019-01-08,Mathews-Gill,"Martin, Anderson and Anderson",7217120.28,870665.87,11.53,15.68,False
TREATY592255,XoL,2015-05-22,2019-06-14,"Maynard, Stevenson and Taylor","Sweeney, Golden and Golden",3860721.19,765370.88,10.24,10.8,True
TREATY700230,XoL,2023-08-24,2028-02-10,Sweeney and Sons,Palmer LLC,8764839.46,908858.91,73.95,16.78,False
TREATY094439,Surplus,2016-08-31,2018-01-03,Rivers-Willis,Cabrera Group,8287771.81,527149.38,73.93,21.64,True
TREATY092721,Surplus,2017-11-05,2020-01-25,"Morrison, Waller and Johnson",Thompson Group,1588424.41,195512.0,76.74,9.41,True
TREATY065837,Facultative,2022-03-12,2026-09-22,Poole LLC,Woods-Gray,6248449.88,991984.45,40.69,20.39,True
TREATY375220,Quota Share,2015-04-03,2019-06-19,Bush-Salinas,Jensen-Maynard,6085329.63,910721.5,58.71,8.69,False
TREATY729557,Facultative,2017-05-06,2021-12-10,Chavez and Sons,Rogers-Stewart,297629.33,201395.54,77.77,17.07,True
TREATY046869,Quota Share,2020-01-05,2022-01-20,"Atkinson, Dorsey and Peterson","Hensley, Martin and Ross",5800523.63,158662.6,29.66,11.95,False
TREATY582596,Facultative,2017-04-07,2021-07-19,Nelson PLC,Smith-Santos,139985.37,866615.3,50.64,24.64,True
TREATY832154,Quota Share,2018-07-20,2020-02-21,Brown-Watson,"Wood, Hamilton and Garcia",6136290.06,899955.85,17.32,23.48,False
TREATY651141,Quota Share,2016-05-14,2018-09-13,Smith Inc,Williams LLC,7466534.79,78120.67,20.69,16.4,False
TREATY304281,XoL,2022-09-03,2027-03-29,Brown Inc,Mcknight-Farrell,1603109.6,346172.52,47.55,14.49,True
TREATY906060,Quota Share,2020-04-21,2025-01-08,"Mendoza, Turner and Jones","Robinson, Torres and Wiggins",6641376.97,753691.32,82.12,15.94,True
TREATY714204,Facultative,2020-07-08,2024-02-10,Wells-Mason,"Craig, Powell and Ball",3997091.97,903363.29,20.18,7.86,False
TREATY681094,Surplus,2020-11-22,2022-02-14,Goodwin-Fowler,Palmer-Ochoa,248158.72,962085.26,25.78,24.11,True
TREATY942049,Quota Share,2022-12-23,2026-07-18,Duran Ltd,"Anderson, Simpson and Roberts",4443745.87,261056.16,62.83,22.79,False
TREATY268958,Quota Share,2015-10-20,2018-09-13,Davis-Myers,Oneill and Sons,5135031.73,245096.96,22.75,20.67,False
TREATY351140,Quota Share,2023-01-26,2024-11-25,Munoz-Allen,"Hernandez, Walker and Mccarty",5402516.64,389955.01,41.16,18.61,True
TREATY234577,Surplus,2021-06-04,2023-12-11,"Watson, Green and Hawkins",Cox-Johnson,9373698.07,941645.08,28.24,7.3,False
TREATY141290,XoL,2017-10-01,2021-09-12,Medina Inc,Moore PLC,3720106.49,295517.97,44.83,21.92,False
TREATY889538,Facultative,2023-10-20,2027-01-24,Lopez PLC,Woods-Roman,4671630.03,875965.16,38.61,6.42,False
TREATY800904,Facultative,2022-02-08,2024-02-06,Johnson-Madden,Keller Inc,7070766.71,484364.49,60.25,17.2,True
TREATY910406,Facultative,2016-02-24,2018-09-26,Freeman-Nixon,Clark PLC,7805562.66,580884.51,29.17,15.11,True
TREATY111245,XoL,2022-03-20,2027-01-31,"Carroll, Benjamin and Logan",Taylor-Reed,2140869.23,116528.86,18.38,6.56,False
TREATY326881,Quota Share,2015-09-16,2019-01-09,Williams LLC,Khan Group,670881.32,238781.25,62.28,13.97,True
TREATY029009,XoL,2015-06-25,2017-08-18,"Price, Henderson and Kelly",Washington-Rivera,1595984.24,759868.8,85.62,6.12,False
TREATY635681,Quota Share,2021-10-26,2024-08-31,Crane Inc,Navarro-Shelton,5885987.65,103827.77,56.75,20.27,True
TREATY999654,XoL,2016-09-08,2019-03-15,King Ltd,Baker Group,6027130.0,245075.84,24.06,15.96,False
TREATY452488,XoL,2021-03-05,2023-06-14,Robertson-Floyd,"Fritz, Townsend and Perez",5988126.75,789728.2,50.99,7.2,True
TREATY133238,Surplus,2019-10-13,2023-12-31,Wells-Reyes,Bates and Sons,8703586.59,918803.27,44.58,5.37,False
TREATY322803,Facultative,2020-05-08,2023-05-31,Rowe Ltd,"Willis, Powell and Morgan",2480986.07,816933.1,58.1,20.2,True
TREATY903970,Facultative,2021-03-13,2024-07-24,"Kelly, Williams and Shelton",Wilson Group,3979617.81,317891.79,31.16,16.2,True
TREATY918738,Quota Share,2020-10-21,2022-02-14,Anderson-Parks,Watson-Smith,3763634.78,307015.87,34.12,23.31,False
TREATY638947,Surplus,2017-01-18,2021-04-20,"Reyes, Hoffman and Meyer",Garcia-Ramsey,8595704.03,602590.44,31.75,23.12,False
TREATY221013,Quota Share,2017-12-26,2022-03-14,"Montes, Day and Black",Underwood-Davis,4543287.75,350394.92,48.04,15.04,False
TREATY060557,Surplus,2021-01-12,2025-07-05,Smith-Lawson,"Smith, Hawkins and Miller",9316771.83,171108.7,85.64,22.01,False
TREATY670815,Facultative,2017-08-13,2019-04-05,"Huang, Williams and Flores",Cortez Group,6803070.66,408786.92,35.4,17.77,False
TREATY111971,Quota Share,2019-05-30,2023-07-30,Gardner PLC,Meza-Hill,5864839.03,287407.37,89.88,9.09,False
TREATY644242,Quota Share,2021-08-30,2023-12-25,"Manning, Carr and Rangel","Blankenship, Guerrero and Welch",4227928.63,784746.37,49.47,21.31,False
TREATY859495,Surplus,2015-09-21,2016-12-06,"Ward, Taylor and Burke",Wood PLC,2840033.29,82734.86,44.99,20.19,False
TREATY090034,XoL,2020-10-11,2022-01-30,Williams-Carter,Hamilton-Brown,427083.86,82908.69,64.3,16.78,True
TREATY570911,Quota Share,2022-01-29,2023-03-06,Larson and Sons,Johnson-King,1288980.96,854541.94,17.45,11.59,False
TREATY608198,Quota Share,2023-12-19,2026-12-28,"Krueger, Carter and Macdonald",Brown Inc,368832.61,769868.48,27.26,10.88,True
TREATY670401,Facultative,2017-11-30,2020-03-02,"Potter, Davidson and Mccoy",Smith PLC,895088.3,200397.01,40.61,22.87,False
TREATY820673,Facultative,2019-04-24,2023-11-06,"Jennings, Bradshaw and Elliott","Nunez, Flores and Turner",7177054.55,784919.55,56.49,11.69,False
TREATY800742,Quota Share,2023-02-15,2024-11-05,"Williams, Cruz and Rodriguez",Sanchez LLC,9426795.39,663189.03,39.11,8.38,False
TREATY618482,Quota Share,2018-12-13,2020-08-01,"Beard, Green and Ramirez",Hendricks Group,303933.61,356401.54,68.49,13.76,False
TREATY671767,Facultative,2015-02-09,2018-09-04,Sanders Group,Clark and Sons,4010264.13,313478.95,32.72,5.04,True
TREATY943809,Quota Share,2022-04-22,2026-02-01,Jones-Thompson,"Boyd, Davis and Reid",2200409.9,874768.77,62.46,8.6,False
TREATY299466,XoL,2019-08-29,2021-12-04,"Jones, Colon and Espinoza",Mooney Group,6149634.14,510241.66,24.22,23.07,True
TREATY079933,Quota Share,2020-01-25,2021-06-15,"Wolfe, Best and Russell","Preston, Rogers and Holder",7370157.85,316883.16,46.69,21.7,True
TREATY523250,Quota Share,2017-10-11,2022-07-03,"Hayes, Johnson and Baldwin",Gould-Saunders,6688209.54,760057.47,29.49,9.94,True
TREATY764652,Surplus,2017-05-31,2020-08-03,"Carlson, Ramsey and Jones",Craig and Sons,6683676.93,56081.12,21.67,20.05,True
TREATY317465,Quota Share,2015-10-29,2019-11-07,"Sanchez, Armstrong and Rose","Walker, Vincent and Sims",7144995.14,738559.96,76.83,23.5,True
TREATY924863,Quota Share,2018-04-02,2021-07-21,Valdez Ltd,Lindsey and Sons,3075956.23,917304.19,85.18,23.92,False
TREATY698623,XoL,2019-04-06,2024-02-20,Mccullough-Morrison,Williams-Murphy,9184444.07,264820.75,60.81,15.76,True
TREATY476360,Quota Share,2020-11-29,2023-03-26,Pace PLC,"Hebert, Hunter and Ellis",5010908.49,201941.7,74.69,9.6,True
TREATY472596,Quota Share,2016-07-13,2018-06-22,Robertson-Lewis,"Freeman, Collins and Kelly",8535485.42,659859.26,80.99,10.03,False
TREATY091753,Quota Share,2018-09-09,2021-11-18,Leach-Garcia,Cole-Lamb,8021962.16,832022.05,50.93,17.46,False
TREATY193661,XoL,2022-01-24,2023-09-14,Garner Ltd,Liu-Smith,926671.73,737302.08,75.54,24.8,True
TREATY412027,Surplus,2016-06-25,2020-06-11,Mendoza-Mccormick,Davis-Colon,7866524.41,930172.92,73.04,19.65,False
TREATY380383,Facultative,2016-05-13,2020-04-03,"Perez, Luna and Miller",Russell LLC,2352091.98,91154.09,10.59,10.02,False
TREATY430473,Surplus,2015-09-03,2017-01-22,"Clark, Smith and Estes",Taylor Group,4167939.83,898416.07,19.7,8.8,True
TREATY139377,Quota Share,2021-02-26,2025-04-29,Reid-Mcknight,Freeman-Garcia,2859977.07,323742.54,83.33,8.51,True
TREATY119113,Facultative,2019-11-13,2024-02-04,Vaughn-Smith,"Santos, Edwards and Williamson",9479427.6,734434.01,32.78,21.48,False
TREATY717844,Surplus,2018-03-27,2021-04-23,Brown-Hicks,"Wilson, Bell and White",4840423.16,812626.5,46.72,10.34,False
TREATY827915,XoL,2022-10-22,2026-01-28,"Diaz, White and Cooper","Ortiz, Payne and Garcia",1159708.84,322381.92,68.98,8.54,True
TREATY849985,Facultative,2019-12-04,2021-10-17,"Duran, Stone and Sanders",Lopez Group,6220128.45,704750.41,14.88,16.78,False
TREATY644212,Facultative,2018-05-02,2021-02-03,"Owen, Mason and Peterson","Lloyd, Serrano and Snyder",1254487.49,617199.97,79.48,14.26,True
TREATY833597,Surplus,2020-12-31,2024-07-15,Gutierrez LLC,Lee-Taylor,6427822.42,120179.52,47.28,16.03,True
TREATY545049,Surplus,2022-10-21,2025-03-18,Fox-Henson,Whitaker-Solis,8944049.78,589044.5,43.1,13.69,False
TREATY401100,Surplus,2018-10-11,2020-08-21,Nelson Inc,Yates-Taylor,4694458.19,388895.17,16.79,14.33,False
TREATY324511,Surplus,2015-11-17,2017-01-17,"Braun, Murray and Yates","Alvarado, Flores and Johnson",9015343.5,976513.59,68.63,8.74,False
TREATY979464,Quota Share,2019-11-19,2022-04-10,Stewart Group,Glenn PLC,4029486.93,59805.05,53.65,24.04,False
TREATY427704,Quota Share,2021-07-05,2022-12-10,"Lam, Velasquez and Duncan","Daniels, Oneal and Lewis",859240.16,715072.71,88.89,17.8,True
TREATY329027,Facultative,2019-07-03,2023-03-14,Wells-Grant,"Smith, Martinez and Miller",4993078.18,112071.3,41.74,13.77,False
TREATY537326,Quota Share,2020-09-16,2025-03-29,Brooks Inc,Rodriguez-Golden,9856972.45,410911.81,15.31,23.9,True
TREATY053218,XoL,2017-11-04,2019-09-24,"Hill, Mitchell and Richards",Hawkins Ltd,3702949.04,203127.52,78.47,8.26,False
TREATY187706,Surplus,2016-05-10,2020-02-02,Jenkins LLC,Wright-Santos,9910624.69,385581.09,42.88,21.13,False
TREATY009894,Surplus,2020-03-11,2022-06-25,Cook and Sons,Allen-Ramirez,452854.18,949117.96,33.92,23.59,False
TREATY745515,XoL,2021-09-08,2024-06-14,Hall PLC,Reynolds-Smith,5941527.79,682277.24,70.29,8.62,True
TREATY976601,XoL,2018-12-02,2023-05-24,Williams-Robles,"Payne, Sutton and Lewis",716369.53,720481.24,51.44,19.56,False
TREATY167996,Facultative,2016-01-02,2017-12-16,Thompson Ltd,"Mitchell, Hale and Perez",4541568.2,148078.67,79.62,21.21,False
TREATY754471,Surplus,2023-03-18,2025-07-12,"Thomas, Jenkins and Chambers","Holland, Gordon and Simmons",9257197.88,901675.88,20.55,17.3,True
TREATY839042,Quota Share,2019-04-17,2023-06-21,Gallegos Inc,"Harris, Mack and Martinez",8327128.04,81973.34,25.93,10.57,True
TREATY187222,XoL,2020-04-08,2022-09-26,Stewart Inc,Ortiz-Wallace,9886542.01,844992.97,60.53,16.97,True
TREATY481806,Facultative,2019-12-22,2024-09-22,Higgins-Johnson,Boone-Schneider,2616695.48,67388.21,32.79,5.53,True
TREATY851560,Quota Share,2019-02-12,2021-06-14,Harris Inc,Gonzalez PLC,1826460.24,847029.3,75.14,24.45,True
TREATY889514,Quota Share,2019-08-07,2022-05-12,Brandt-Scott,"Frost, Moody and Atkins",6302529.5,179984.62,43.7,15.98,True
TREATY459989,Surplus,2015-05-28,2017-07-08,Hood Ltd,Kelly-Anderson,1215407.37,121554.72,14.65,6.08,False
TREATY605096,Quota Share,2022-12-29,2024-06-24,"Vaughn, Hodges and Lowe",Wilson-Werner,8139709.18,388379.79,46.09,8.94,True
TREATY698842,Quota Share,2018-05-22,2022-09-14,"Gardner, Clark and Moran",Li PLC,2484676.18,254348.48,26.61,5.74,True
TREATY339385,Quota Share,2015-01-19,2019-05-10,Fitzgerald LLC,Marshall and Sons,5546015.34,953938.71,20.38,5.93,False
TREATY776744,XoL,2015-11-05,2019-03-07,Hanna and Sons,Cortez-Powell,4255719.51,61489.05,12.26,7.8,True
TREATY966502,Quota Share,2020-09-11,2025-04-30,Wilson PLC,"Cox, Duran and King",542131.3,477465.74,62.26,16.13,False
TREATY857141,Surplus,2019-09-01,2021-05-29,Clark-Gomez,Caldwell-Brady,3104868.75,319152.01,62.99,16.27,True
TREATY213333,Quota Share,2023-04-18,2028-03-12,"King, Garner and Norton",Pineda-Archer,3512911.39,387251.11,23.04,24.46,True
TREATY535000,Surplus,2016-10-27,2020-11-15,"Myers, Ayala and Bates",Anderson-Sherman,153089.29,608465.93,58.57,23.24,True
TREATY422307,Surplus,2022-06-21,2024-08-03,"Garza, Austin and Owens","Le, Stewart and Powers",2446654.99,892510.17,72.88,9.52,False
TREATY312492,Quota Share,2023-01-11,2024-02-01,"Fleming, Walker and Rose",Young Ltd,2121371.48,266799.86,63.68,12.73,False
TREATY001457,Quota Share,2017-11-03,2022-05-01,Reed-Rios,Contreras Ltd,5119912.62,478260.02,68.07,5.24,False
TREATY165395,Quota Share,2022-11-23,2027-10-25,Hart-Fowler,Baker-Robinson,569779.42,881363.92,65.39,21.59,False
TREATY662321,Facultative,2021-04-13,2022-04-17,"Bates, Palmer and Christensen",Espinoza-Callahan,6875799.1,509710.16,85.77,17.8,True
TREATY643155,Quota Share,2015-08-23,2019-03-18,Delacruz-Williams,"Walker, Ruiz and Caldwell",7949820.01,942871.79,16.22,22.37,False
TREATY613216,Quota Share,2020-07-26,2022-03-16,"Carr, Trevino and Black","Horn, Phillips and Tucker",4410454.42,373235.14,48.84,19.24,True
TREATY856034,Quota Share,2018-08-26,2020-01-26,Williams PLC,Paul-Christian,4428392.58,788544.15,42.4,19.18,False
TREATY031423,Surplus,2016-01-11,2020-05-22,"Morgan, Johnson and Pena",Garcia-Callahan,2615119.48,485530.97,61.96,24.8,False
TREATY950583,Facultative,2020-09-11,2022-11-28,"Chen, Livingston and Payne","Fleming, Smith and Clark",1156931.55,709294.31,46.82,9.42,False
TREATY492453,Facultative,2020-02-02,2023-03-17,"Delacruz, Allen and Alexander","Swanson, Williams and Sanders",5893644.2,725645.43,64.45,18.2,False
TREATY182278,Surplus,2021-09-13,2025-11-15,Wilson-Hall,"Warren, Hill and Blair",238228.84,512225.84,45.41,14.26,True
TREATY028495,Quota Share,2015-01-28,2019-04-12,Wright-Wright,Small and Sons,3539694.44,261960.49,43.74,12.93,True
TREATY148334,Quota Share,2022-09-27,2025-05-28,Richardson LLC,Miller-James,5246584.67,470416.98,62.94,24.86,True
TREATY092773,Quota Share,2015-11-01,2017-03-08,Dickson LLC,Morgan-Booth,5490864.1,997732.15,83.12,22.67,True
TREATY499417,XoL,2019-02-26,2024-02-02,Jacobs-Richardson,Peterson and Sons,4936619.17,551981.78,67.25,17.79,False
TREATY092040,XoL,2021-04-26,2023-04-23,Jimenez-White,Mcintosh-Waters,7938489.84,674785.18,66.68,8.47,False
TREATY950323,Facultative,2022-10-09,2024-03-29,Rogers Ltd,Woodard-Schroeder,5793433.26,338896.64,52.68,5.76,False
TREATY425241,Quota Share,2022-11-21,2024-10-24,"Bush, Carter and Brennan",Lewis-Flores,7515203.28,942737.72,34.31,13.49,True
TREATY440663,XoL,2017-09-06,2021-09-13,Riley-Cooper,"Stewart, Burgess and Jones",2260993.79,839120.45,17.99,11.26,True
TREATY033946,Facultative,2017-04-25,2018-05-10,Henry Ltd,Hill-Green,1720172.93,435968.11,37.14,10.87,True
TREATY254591,Facultative,2015-06-30,2019-10-04,Sullivan PLC,"Steele, Baker and Mckenzie",5666972.01,816285.68,28.08,17.22,True
TREATY027936,Quota Share,2021-07-18,2022-08-09,"Cuevas, Allen and Cole","Wise, Clark and Porter",5162344.77,790650.95,49.53,5.7,False
TREATY199830,Surplus,2021-02-24,2024-03-28,Barron Ltd,"Berger, Sanford and Park",5376075.7,206194.65,70.41,5.04,False
TREATY412706,Quota Share,2016-05-04,2020-05-23,"Vasquez, Richards and Pugh",Diaz Group,3346584.61,92967.81,26.08,20.21,False
TREATY470339,Facultative,2016-08-07,2020-03-31,Ramirez PLC,"Chandler, Bowers and Gonzalez",8379289.03,534747.16,52.92,13.35,False
TREATY905008,Surplus,2023-09-10,2025-02-25,Schmidt-Hutchinson,Sandoval-Villanueva,7312796.97,785004.41,25.5,8.3,True
TREATY683775,Quota Share,2022-09-19,2025-11-13,Gallagher-Coleman,Steele Inc,8819799.67,333781.98,72.17,9.57,False
TREATY975878,Quota Share,2019-03-19,2022-03-14,Jones Group,Matthews-Atkins,324033.27,309344.83,23.51,18.1,False
TREATY959994,Facultative,2020-04-13,2024-09-12,King LLC,Coleman LLC,742781.94,294738.08,31.98,9.31,False
TREATY723491,Quota Share,2015-05-06,2018-02-16,Taylor-Wong,"Newton, Reyes and Rivera",3055640.96,842222.16,33.88,12.04,True
