policy_group_id,period,csm_opening,csm_accretion,csm_release,csm_closing,risk_adjustment,loss_component,coverage_units,service_expense,insurance_revenue,reinsurance_asset_change
GRP90169,2021-11-03,109565.91,4629.35,7985.47,106209.79000000001,4590.75,1037.56,59,5192.77,28009.78,-436.71
GRP17451,2021-11-02,375321.01,2521.44,2593.87,375248.58,3371.2,1648.3,4,9048.58,7911.61,3906.72
GRP18877,2023-02-25,362989.79,2376.18,3639.2,361726.76999999996,5820.6,918.74,24,7333.98,12595.74,4828.43
GRP86529,2025-07-07,224177.39,288.85,2260.88,222205.36000000002,1029.49,255.94,20,7363.3,12664.05,2631.06
GRP29861,2021-12-31,133776.38,1591.14,3683.81,131683.71000000002,8876.19,1019.75,63,9660.8,18263.03,-637.01
GRP40371,2018-10-29,92754.97,4355.05,9248.93,87861.09,5451.14,1518.84,15,5074.98,11702.22,-3196.09
GRP33388,2024-06-15,192445.71,4061.49,7619.68,188887.52,6460.4,408.98,3,6241.82,10225.34,2427.51
GRP84265,2024-03-08,145239.34,823.77,5124.14,140938.96999999997,5757.7,1193.16,76,6147.56,25629.61,-1079.13
GRP51017,2024-02-02,327018.84,2267.16,5473.49,323812.51,8272.45,1571.58,59,9117.82,13674.55,417.31
GRP51753,2023-07-19,223166.72,2238.77,2275.08,223130.41,8346.42,1358.38,81,4256.52,14354.8,4029.78
GRP97885,2022-05-08,207294.81,4874.51,2050.68,210118.64,2447.96,1754.1,85,2028.49,21570.94,-4192.95
GRP95277,2018-12-21,375160.59,2607.92,9934.77,367833.74,6846.8,24.07,76,6801.88,24485.78,3115.18
GRP23435,2024-05-22,451986.85,791.32,5448.54,447329.63,7987.58,1045.19,48,8673.82,21162.76,4321.45
GRP09096,2019-06-17,457509.29,2650.77,505.88,459654.18,4612.61,488.6,11,5301.4,17005.9,-2956.5
GRP42018,2018-04-29,106479.99,3125.01,8863.88,100741.12,2263.72,289.61,65,5202.62,9497.5,-4479.0
GRP08385,2018-07-24,355044.39,3280.78,4701.7,353623.47000000003,8444.04,565.64,29,4560.23,16329.65,-859.37
GRP73824,2022-09-11,489883.04,883.99,889.09,489877.93999999994,9001.41,1993.86,72,4904.52,26668.19,4481.13
GRP46355,2022-05-19,195022.77,4685.17,6588.29,193119.65,8995.94,1414.24,25,7766.15,5813.93,3953.52
GRP39019,2021-01-31,339917.09,3508.34,7171.63,336253.80000000005,4898.86,503.45,27,7188.05,23391.69,3406.53
GRP67994,2021-10-26,54265.86,1007.66,6532.12,48741.4,9191.01,147.16,10,9820.35,16857.35,-3048.62
GRP24184,2020-03-12,324190.78,799.19,7590.82,317399.15,8524.56,1831.72,8,6242.08,15390.31,3891.74
GRP56837,2021-10-10,89760.8,870.29,6431.41,84199.68,2700.98,1860.79,95,9154.38,20666.4,-3845.96
GRP71049,2021-01-29,278709.3,3132.9,8567.86,273274.34,7841.6,475.3,43,6931.1,20845.35,891.81
GRP18171,2019-11-26,425047.78,4448.22,2925.81,426570.19,9830.49,1738.26,14,3909.83,13698.29,-4206.41
GRP35981,2025-02-23,462928.57,3734.22,3885.86,462776.93,2244.28,127.11,3,6311.49,24765.11,1010.04
GRP46675,2025-03-14,397982.1,909.98,2127.12,396764.95999999996,1043.62,1710.76,63,8618.44,21529.59,1664.94
GRP02953,2018-04-18,474643.77,3141.31,1785.41,475999.67000000004,9203.24,1806.56,25,8279.7,29266.59,2767.55
GRP51445,2019-01-16,23398.82,4492.17,4819.98,23071.01,7646.78,550.79,52,9504.39,27111.52,-3552.63
GRP59117,2025-08-20,57955.01,2298.64,3353.11,56900.54,8643.05,209.22,18,4727.98,26979.72,-1357.13
GRP90675,2019-10-28,395032.11,858.12,7125.16,388765.07,1403.33,780.66,37,9024.67,22463.9,3426.12
GRP59015,2018-08-04,290590.52,1583.41,2957.67,289216.26,1030.8,296.06,54,1925.66,22127.44,2102.78
GRP00196,2018-01-26,47843.46,1853.01,2758.59,46937.880000000005,6415.5,243.47,35,7433.86,7059.72,-1978.99
GRP44020,2019-11-26,191228.36,4988.44,9131.77,187085.03,1368.64,1799.93,61,9128.89,7170.8,13.88
GRP34441,2018-10-30,72348.77,1554.33,1148.94,72754.16,9944.85,1892.3,55,8083.19,8777.08,-281.12
GRP48274,2021-10-07,483911.61,149.4,1803.41,482257.60000000003,4695.33,123.47,19,4890.88,28518.84,3550.4
GRP55922,2021-06-14,258437.67,846.65,2846.98,256437.34,1944.01,813.49,90,2901.67,9889.41,409.62
GRP93722,2025-11-08,30267.9,2016.56,9868.92,22415.54,3459.36,1093.15,41,8403.32,17990.93,4249.18
GRP60887,2022-10-02,133637.61,3077.44,3618.08,133096.97,2670.63,866.83,99,9028.87,18331.06,-2538.1
GRP21870,2022-06-01,30001.88,3264.62,2712.18,30554.32,3010.89,202.09,43,7554.16,16452.06,-4887.74
GRP00428,2023-06-10,396156.66,285.85,837.09,395605.4199999999,6382.17,1046.72,93,6192.27,19126.71,4728.48
GRP86708,2023-09-08,167339.2,3680.99,7307.41,163712.78,1614.18,1940.26,69,6687.69,24990.66,4764.51
GRP63582,2025-07-02,454200.54,4376.33,7181.79,451395.08,9788.6,103.53,83,3468.12,13959.73,-1706.54
GRP06500,2024-09-10,437480.46,1475.98,6141.72,432814.72000000003,1034.35,1573.35,60,6693.06,16728.67,-282.0
GRP35219,2020-06-07,299116.68,2726.32,7128.96,294714.04,1952.69,35.91,18,4321.98,28851.22,3756.39
GRP61201,2021-04-20,383534.16,1051.78,4821.53,379764.41,9928.51,1660.73,46,1413.76,21832.35,1429.81
GRP79195,2022-08-12,492543.64,3203.61,8554.32,487192.93,4531.59,1923.41,2,3239.43,11609.59,1984.72
GRP78993,2024-12-13,267707.91,3122.12,8167.37,262662.66,4891.11,1092.83,17,3286.73,8959.96,-4182.6
GRP54573,2025-10-26,379399.82,361.3,4503.52,375257.6,4272.75,1127.68,7,6510.78,12502.28,-2623.9
GRP42013,2024-07-20,70230.15,4348.76,3803.55,70775.35999999999,3669.42,1753.75,36,1411.86,5871.01,-2903.31
GRP48965,2021-09-26,379191.52,1988.08,4764.79,376414.81000000006,5680.74,1348.79,80,1014.45,22710.06,-1377.65
GRP00313,2024-01-21,69826.48,2334.17,6941.25,65219.399999999994,4195.31,193.63,51,1923.41,6667.3,-4899.9
GRP37839,2018-07-31,272857.07,3336.79,752.59,275441.26999999996,9151.42,495.81,52,2073.01,26135.01,-2044.28
GRP26373,2020-06-25,22231.31,1062.12,3695.78,19597.65,7126.54,1057.38,57,9998.24,13983.55,-4758.19
GRP08566,2024-03-05,296076.61,733.06,6240.98,290568.69,3796.03,694.98,47,3070.17,7913.84,-747.32
GRP34750,2019-10-06,257333.59,2855.37,4101.07,256087.88999999998,2531.73,974.26,47,9058.72,27918.32,-3953.37
GRP60869,2024-11-06,63875.38,2075.49,3188.31,62762.56,2027.8,338.84,27,7167.6,17672.05,3403.2
GRP49365,2020-06-15,254784.7,4955.91,6328.48,253412.13,6752.99,1580.97,78,9061.32,9694.28,3319.14
GRP75323,2019-05-02,248222.13,3029.16,9160.2,242091.09,8488.94,676.57,91,6451.39,20835.15,1047.58
GRP45852,2022-07-16,286856.47,3071.16,2182.5,287745.12999999995,7930.94,1171.88,16,3156.43,23167.01,-645.28
GRP63282,2023-01-17,147801.13,3981.94,7024.06,144759.01,8872.23,1039.92,69,7669.84,9340.72,-3515.61
GRP64903,2025-04-16,151492.26,4918.85,5677.5,150733.61000000002,4815.13,651.89,43,6652.96,6842.02,-2736.02
GRP30124,2020-05-24,53878.59,4653.21,5675.05,52856.74999999999,3349.13,1012.73,13,4359.22,26762.56,-1138.18
GRP87870,2021-04-11,414989.95,2490.15,2479.57,415000.53,6137.01,1142.66,72,2714.76,21283.73,61.63
GRP34560,2021-03-20,157686.11,3964.3,8136.58,153513.83,6268.91,959.15,74,3736.29,24216.99,1266.68
GRP66708,2025-02-12,239556.23,3360.26,5414.41,237502.08000000002,8290.57,1180.43,42,3864.18,27038.61,912.9
GRP04295,2025-03-30,54328.53,879.13,7446.18,47761.479999999996,9261.54,1920.4,82,1530.04,11782.5,-3499.88
GRP72943,2020-10-24,320933.38,1747.65,5336.81,317344.22000000003,2020.86,602.31,96,5798.34,19390.63,3138.01
GRP33717,2018-08-09,416213.67,4787.92,997.94,420003.64999999997,5957.11,438.5,98,3857.62,16111.53,4946.93
GRP75307,2020-11-15,361066.57,3274.43,1664.14,362676.86,4664.04,288.98,49,4796.69,20190.57,3513.71
GRP19279,2020-05-07,94680.56,1549.61,790.34,95439.83,1052.21,809.45,96,6388.81,8637.19,-3313.34
GRP34423,2020-05-20,485980.29,3696.08,5745.47,483930.9,5887.83,1370.26,57,4426.22,21185.69,-3907.6
GRP01414,2022-10-08,277937.11,4546.74,1588.86,280894.99,1313.62,531.87,74,7921.42,14178.46,-4404.54
GRP89798,2022-09-26,20981.07,154.73,7300.01,13835.789999999999,1938.05,1208.49,39,9546.53,28923.12,-4917.15
GRP42304,2020-09-01,174788.33,4455.08,2849.76,176393.64999999997,7425.32,313.94,33,4936.23,17835.69,-204.09
GRP18891,2023-09-14,496567.43,1499.33,2149.52,495917.24,9473.39,1725.23,46,7511.38,21381.51,2870.43
GRP09501,2025-03-20,362915.7,3461.56,1598.09,364779.17,6156.48,1299.56,22,5341.33,12846.34,4016.9
GRP79892,2023-10-16,300473.68,2849.88,1143.54,302180.02,6746.48,1096.12,98,5770.35,28122.01,2796.08
GRP06766,2020-08-21,443531.71,3744.27,5718.52,441557.46,3131.76,1249.28,16,9854.63,11767.37,660.82
GRP80141,2019-02-27,186569.84,2647.99,8672.65,180545.18,9377.25,635.9,92,1405.04,9575.57,778.44
GRP75524,2024-03-25,222705.9,269.92,4086.5,218889.32,1348.75,1700.2,83,2237.79,29986.1,-1005.83
GRP77122,2018-08-10,220872.29,2241.84,6817.69,216296.44,6128.63,1441.46,70,1688.8,10901.05,4896.95
GRP89510,2025-10-30,239160.2,3075.25,6975.05,235260.40000000002,6407.22,1453.01,58,3685.54,15362.73,4509.4
GRP08024,2022-04-18,267619.34,222.18,5583.13,262258.39,1849.99,1295.15,92,5585.15,13647.91,2402.68
GRP55739,2025-06-02,339685.98,1719.45,6564.99,334840.44,4614.12,554.76,31,9696.59,28780.51,2797.61
GRP51017,2019-07-01,253348.48,3624.19,6925.32,250047.35,7612.47,1722.67,93,1398.08,9762.07,2922.55
GRP56239,2025-09-02,246689.81,4192.06,8513.29,242368.58,2087.37,62.62,61,5296.94,9863.07,196.99
GRP69821,2025-11-25,188289.52,3798.09,516.41,191571.19999999998,1956.16,136.57,72,4227.22,15945.14,4771.46
GRP58914,2018-11-11,485978.45,4649.5,2162.03,488465.92,1242.49,1749.18,44,1365.79,20647.64,-4904.92
GRP38354,2022-08-05,244533.16,4175.13,7047.08,241661.21000000002,7724.62,548.99,27,8403.86,19350.64,-400.02
GRP61864,2021-08-31,254997.58,3123.81,8621.51,249499.87999999998,2141.65,1399.2,76,2164.78,17543.9,-4578.38
GRP17743,2018-09-13,456141.78,2717.11,8330.72,450528.17000000004,8000.94,1938.61,4,8233.11,9154.92,218.86
GRP75392,2025-07-10,272204.89,3844.55,9432.09,266617.35,8887.86,824.8,11,3048.37,7882.05,-4752.01
GRP31413,2022-06-14,316809.06,2763.62,2474.96,317097.72,1144.36,706.76,10,2338.49,13853.35,-4564.16
GRP64632,2023-12-29,474437.32,3635.84,2566.5,475506.66000000003,3585.64,1708.47,95,8097.08,15048.94,-107.41
GRP75308,2021-04-15,451007.75,2861.27,739.79,453129.23000000004,8817.62,1745.86,36,3080.99,10773.81,-3490.15
GRP70746,2018-08-25,144733.48,2008.68,3369.35,143372.81,5363.97,806.7,96,1181.62,8506.79,-2802.73
GRP00204,2023-02-03,279117.17,2992.52,3450.26,278659.43,7198.84,1032.11,87,4777.25,5084.31,4109.46
GRP60487,2024-04-06,317877.78,3378.89,8493.45,312763.22000000003,8628.85,1703.82,37,9078.27,22546.12,1910.94
GRP26273,2018-08-22,422292.95,4574.09,6097.8,420769.24000000005,8775.2,425.2,33,2593.14,19979.67,3789.95
GRP14939,2024-03-24,321656.65,866.07,1333.86,321188.86000000004,2996.88,469.3,24,7018.93,15591.43,107.99
GRP24703,2018-04-21,290447.93,1161.7,9280.27,282329.36,3696.71,592.73,76,6477.77,6065.75,-1708.43
GRP36514,2018-03-23,488964.86,1329.22,4078.39,486215.68999999994,9381.32,1146.0,89,6173.25,27209.93,4336.0
GRP07875,2018-07-02,105974.22,1248.62,3126.45,104096.39,2701.5,365.55,87,7622.22,27496.74,1368.09
GRP54549,2019-10-04,416301.89,4794.72,3937.52,417159.08999999997,9287.13,256.53,51,5713.86,7880.82,1659.85
GRP30173,2020-10-31,247431.74,2912.75,4182.85,246161.63999999998,2833.58,939.17,5,8163.79,17416.31,-1782.81
GRP28238,2021-09-23,315914.98,145.54,5340.72,310719.8,8471.94,470.45,87,2481.83,9541.69,-4283.66
GRP01199,2019-03-29,357127.76,4135.86,6339.61,354924.01,1989.34,1746.15,9,4095.35,25529.75,654.38
GRP07736,2022-05-12,290907.24,1848.61,7890.12,284865.73,2165.38,467.39,76,9353.07,19933.81,4403.77
GRP74026,2021-06-01,254268.29,867.11,9676.42,245458.97999999998,7579.18,1099.83,38,5234.71,20984.75,-638.04
GRP98201,2018-10-19,77737.96,2942.88,8612.95,72067.89000000001,9286.68,1219.99,21,9931.82,27010.99,-3603.97
GRP34660,2021-09-17,279315.21,4025.0,3493.36,279846.85000000003,6326.0,1684.75,79,7052.81,17030.61,2027.25
GRP74093,2025-01-10,455018.11,232.45,5923.25,449327.31,2002.48,1684.01,14,9513.42,17247.86,-4396.68
GRP17211,2024-08-30,208976.08,1083.59,4084.91,205974.75999999998,5893.57,1348.07,15,3189.2,10503.13,1305.57
GRP32020,2019-01-25,408631.97,1612.22,3490.62,406753.56999999995,2383.69,1010.11,27,8833.79,17393.95,3545.22
GRP80246,2018-09-06,87606.93,2806.14,2020.79,88392.28,8576.34,1229.15,35,7564.18,14967.14,-1137.28
GRP93487,2023-04-30,452835.35,4982.34,585.47,457232.22000000003,1336.69,1119.64,46,1299.58,20119.01,636.96
GRP11174,2021-11-01,464752.71,3822.05,1113.26,467461.5,4872.6,230.79,67,4546.51,20303.03,4241.0
GRP20270,2024-05-15,469595.75,4947.62,6725.96,467817.41,1065.89,1812.97,36,5342.76,19268.92,-1121.89
GRP12961,2023-09-21,164607.34,2070.68,1570.99,165107.03,5367.13,1695.14,22,4407.22,21838.05,3035.06
GRP88921,2022-06-26,474678.88,2097.22,8218.43,468557.67,2309.79,839.26,63,4943.64,5270.57,-1250.64
GRP91195,2022-11-29,417705.85,3189.49,927.47,419967.87,3198.48,1578.41,81,8063.69,18626.81,-3759.49
GRP27237,2019-10-16,439082.73,3429.66,9248.52,433263.86999999994,8022.14,1773.56,25,9513.7,11667.58,-3581.27
GRP24469,2019-06-29,75728.78,2661.15,3744.3,74645.62999999999,6877.71,1726.38,33,6189.83,13052.4,-3415.68
GRP58809,2019-05-05,14657.8,4176.02,3910.58,14923.24,2007.43,74.3,43,2972.56,24654.55,-1189.41
GRP47180,2022-12-05,354514.86,4192.83,5294.75,353412.94,8455.54,1032.39,60,7697.75,11852.02,64.06
GRP23608,2020-03-11,440925.15,441.44,7492.59,433874.0,5848.01,1803.06,19,4989.76,29003.69,-3007.87
GRP68885,2022-01-28,120474.88,1891.44,7089.05,115277.27,9528.75,279.77,70,7238.56,9522.95,2239.62
GRP35645,2021-04-30,295338.8,2510.38,721.32,297127.86,8052.41,1317.81,85,2514.71,9633.79,4664.33
GRP05179,2021-11-02,303945.88,2222.51,6044.68,300123.71,4481.96,950.77,15,1659.51,27099.69,-166.44
GRP02597,2020-05-10,288046.1,3355.64,576.92,290824.82,6349.54,1462.06,93,5569.3,21609.39,2522.91
GRP81462,2024-06-05,395267.86,3807.79,8420.1,390655.55,8596.49,124.37,27,2691.75,20597.08,-332.42
GRP80027,2024-07-24,419055.13,3790.69,3421.15,419424.67,3242.79,1728.77,85,6599.64,25442.76,2818.85
GRP05018,2024-01-15,327243.04,4354.31,3212.05,328385.3,8309.79,395.69,53,4713.88,17625.58,-1320.48
GRP99220,2020-01-21,191784.43,1765.58,6673.56,186876.44999999998,1371.25,1228.8,92,5109.26,24311.18,-2448.25
GRP21980,2018-10-14,397367.15,1854.47,8556.47,390665.15,1015.32,1718.11,99,7940.1,25461.71,-2159.07
GRP03817,2025-10-15,448632.33,3492.71,6490.57,445634.47000000003,7268.17,122.32,5,7483.14,8319.27,1422.83
GRP51095,2023-05-23,383754.4,2419.25,7421.22,378752.43000000005,4805.53,1096.08,28,3026.34,13055.08,-2034.36
GRP81396,2024-03-28,155458.7,366.3,6710.09,149114.91,9516.09,1064.57,8,4271.84,15839.3,-2452.27
GRP68588,2022-03-25,181597.84,4725.13,1257.17,185065.8,4136.9,501.4,39,9771.84,25723.33,3295.28
GRP72057,2018-08-14,325320.12,2255.78,4818.4,322757.5,2319.04,1894.23,87,9933.42,11679.96,1575.57
GRP87870,2022-05-14,475458.05,2360.18,5406.35,472411.88,3855.88,282.89,96,3424.05,15169.06,4949.96
GRP29479,2018-08-11,32818.57,2245.63,2138.37,32925.829999999994,4153.77,367.8,21,5871.19,10362.23,3018.95
GRP25463,2023-11-28,34256.25,2715.68,3461.17,33510.76,6438.21,1790.66,92,9967.4,24300.29,4483.73
GRP51418,2020-11-24,374382.01,399.94,4216.7,370565.25,3851.75,15.54,98,7343.06,18793.63,-343.31
GRP23899,2019-04-30,116721.35,2686.6,7622.69,111785.26000000001,5271.04,391.65,62,9460.05,13996.32,-2055.02
GRP93876,2020-10-31,257526.97,4804.77,3690.41,258641.33,1104.39,336.73,86,6491.24,15779.35,-2265.17
GRP32078,2021-07-12,187444.33,275.73,2743.36,184976.7,3218.4,1963.53,59,5744.5,8878.33,1397.41
GRP98662,2024-07-29,20988.72,1869.62,1537.46,21320.88,3128.43,787.61,88,5858.93,5635.28,1007.83
GRP75712,2025-02-21,199793.48,4979.58,4815.24,199957.82,8333.72,778.68,44,8089.74,24575.88,3031.31
GRP51180,2025-03-23,246364.87,3079.97,9279.42,240165.41999999998,4161.06,531.65,35,4269.89,5297.98,1152.19
GRP29861,2018-04-26,180563.86,4986.26,7209.24,178340.88,5024.5,1609.79,27,8154.86,16548.38,2425.1
GRP01459,2024-06-23,468841.92,1087.14,8827.65,461101.41,3958.97,1288.13,18,7503.2,11452.77,-627.61
GRP19068,2023-08-14,333469.82,4782.15,3158.32,335093.65,3747.07,696.87,14,7288.63,6649.27,3272.89
GRP55795,2020-12-20,248118.12,2268.2,1111.54,249274.78,8937.1,650.96,51,3179.82,27468.99,-3869.35
GRP10641,2021-09-05,153515.58,2879.84,3865.4,152530.02,3948.67,55.65,31,1251.15,22375.75,-4738.5
GRP51396,2021-06-29,110523.33,2310.78,4049.68,108784.43000000001,6726.75,397.66,18,7981.42,7915.66,-4650.81
GRP66699,2020-12-21,411788.44,3622.86,8327.52,407083.77999999997,1221.86,1058.44,57,7399.07,15546.64,1432.9
GRP75828,2018-04-11,495714.29,391.54,3449.81,492656.01999999996,8518.56,315.09,85,1821.5,27220.25,-4948.41
GRP48297,2024-08-15,422263.53,4620.53,5990.31,420893.75000000006,8151.73,313.35,75,6303.34,16270.03,3864.8
GRP35219,2022-11-24,246614.46,1333.66,5807.6,242140.52,9523.99,1801.79,5,6304.69,21775.15,-1372.64
GRP81699,2023-05-27,156921.81,1778.37,8103.99,150596.19,4577.28,1822.27,14,3957.4,12755.59,375.3
GRP73123,2023-05-16,261119.59,640.47,5254.92,256505.13999999998,1781.79,1581.35,39,6350.75,19891.74,1520.91
GRP60706,2019-12-14,427125.56,1001.35,8146.93,419979.98,2876.12,285.04,84,2574.2,17118.72,-393.05
GRP91259,2024-12-13,164409.87,4415.83,706.56,168119.13999999998,8769.75,388.82,52,1873.14,18988.96,4639.91
GRP79076,2018-03-08,359458.37,4940.18,3781.77,360616.77999999997,6202.04,1416.46,76,9557.73,16946.81,2715.54
GRP12763,2018-02-20,355926.78,1817.4,7665.19,350078.99000000005,6747.39,643.85,9,5270.05,14368.72,658.89
GRP96589,2024-07-06,473236.62,3842.17,5912.31,471166.48,2921.77,1662.37,63,3440.35,20221.18,3972.92
GRP27442,2024-03-21,36999.91,3805.52,3939.5,36865.93,8479.91,220.5,90,1050.79,23451.63,4162.91
GRP89076,2018-09-18,86883.49,1952.85,4932.43,83903.91,1949.88,1122.74,85,5777.7,5433.6,614.15
GRP22259,2023-11-24,46694.86,2682.99,2089.86,47287.99,7595.32,3.71,96,4015.55,13703.63,3890.93
GRP52859,2021-09-01,99568.79,2753.18,5044.05,97277.91999999998,2567.04,759.97,90,7622.87,6806.15,2423.92
GRP86901,2019-10-20,276585.43,4276.36,4609.92,276251.87,1699.37,597.8,89,3218.43,19993.55,4926.6
GRP13460,2025-01-02,80047.89,3713.02,4105.0,79655.91,2060.02,1702.87,77,3208.63,19367.63,-390.77
GRP20749,2021-03-09,375473.53,4549.46,9606.78,370416.21,9886.02,1362.45,79,3690.9,8948.61,1503.91
GRP98199,2021-09-28,313187.01,2353.78,619.4,314921.39,6694.26,1420.57,3,4808.72,17219.68,-2643.94
GRP15703,2019-07-19,369762.6,2116.8,6082.07,365797.32999999996,3309.65,673.57,13,9613.5,29122.99,-1185.7
GRP86318,2020-12-16,215597.42,3279.54,3290.61,215586.35000000003,4451.39,983.45,65,4046.19,27179.59,-4626.69
GRP59124,2021-09-23,278334.36,1640.11,8861.54,271112.93,9888.6,3.32,40,4898.81,23766.59,4535.48
GRP97990,2019-11-23,299557.92,3682.67,9254.77,293985.81999999995,3422.89,121.24,95,3864.11,7063.11,-4030.21
GRP67803,2022-04-25,103371.4,3542.93,8340.18,98574.15,6911.87,1865.33,97,8162.16,8016.67,4476.74
GRP22207,2023-02-18,52478.23,3971.36,6947.5,49502.090000000004,4880.68,1676.79,66,7020.56,18219.47,4474.88
GRP77836,2024-01-14,425781.23,138.18,4278.53,421640.87999999995,5114.18,1509.9,84,7926.6,28581.75,-328.52
GRP78545,2022-08-26,207554.17,3849.84,4492.66,206911.35,8665.49,909.26,61,6452.21,11196.33,764.54
GRP91894,2019-09-17,118325.18,2603.67,6323.78,114605.06999999999,1858.16,876.71,21,9134.75,17253.15,3036.82
GRP73931,2021-01-30,469738.5,1980.43,9960.63,461758.3,8543.61,1785.35,78,7856.94,9092.6,-457.24
GRP30675,2024-06-15,434987.83,3324.31,5676.39,432635.75,9753.51,1014.01,62,2975.44,12983.83,4371.04
GRP61514,2024-12-03,490177.04,3589.88,1408.52,492358.39999999997,9833.42,980.7,86,8979.17,29376.28,-3270.24
GRP45496,2024-01-19,413680.1,1322.8,1789.66,413213.24,2624.67,840.79,57,1417.47,17721.79,4194.42
GRP31849,2020-02-23,440126.13,1101.92,5499.15,435728.89999999997,3482.15,1442.41,70,1528.81,19753.7,2813.24
GRP52331,2025-06-09,155963.74,4386.65,5847.91,154502.47999999998,2205.11,726.57,91,5471.15,21856.87,4038.44
GRP12470,2023-11-16,435374.83,2456.92,8216.73,429615.02,2206.91,1493.3,22,2053.39,21353.22,4731.14
GRP49483,2021-07-29,178909.95,4985.71,7205.27,176690.39,9903.02,655.41,93,2258.12,28222.24,185.91
GRP24951,2024-02-12,235110.15,134.12,7360.0,227884.27,5825.22,41.33,51,4061.9,16036.1,-4181.67
GRP29754,2021-12-24,425959.16,2949.74,4326.62,424582.27999999997,1116.43,1178.03,65,7217.21,20270.14,1812.53
GRP81982,2022-06-30,134381.28,1440.22,3143.39,132678.11,7265.39,454.25,29,8109.91,7708.73,1913.88
GRP18570,2025-12-24,22158.68,917.01,8768.92,14306.769999999999,5535.02,540.93,69,5238.3,17084.61,-2290.61
GRP84474,2018-10-14,428413.02,4446.21,8277.87,424581.36000000004,5144.98,1178.74,76,4190.63,29546.4,3043.7
GRP60634,2018-12-01,121253.66,4867.97,1756.5,124365.13,8346.75,1096.27,7,4959.2,16737.56,4823.58
GRP68662,2019-09-28,481008.28,4996.91,3716.69,482288.5,5592.42,613.32,47,3925.84,24830.62,-1957.52
GRP88471,2018-07-28,243607.1,2674.41,3146.8,243134.71000000002,3596.62,165.44,81,5581.21,15066.39,818.79
GRP23899,2021-09-12,146123.36,2759.97,8971.51,139911.81999999998,4069.34,1868.78,99,2970.66,21456.16,2713.29
GRP28545,2022-02-25,110003.65,3492.07,7185.17,106310.55,5899.52,1636.84,10,1328.46,16127.01,-3646.66
GRP04787,2020-07-21,151090.92,3986.62,5324.71,149752.83000000002,9174.61,229.39,78,8571.15,22892.09,-4671.13
GRP00474,2025-02-14,404837.76,3256.26,6196.36,401897.66000000003,5832.62,1105.48,40,4359.96,20032.4,4866.24
GRP48664,2022-10-04,475904.62,1626.63,7322.76,470208.49,4274.93,175.25,61,5522.78,24874.99,-3786.32
GRP00196,2025-08-27,48864.65,4524.66,1273.45,52115.86,6595.74,828.43,30,2354.77,11564.76,4389.39
GRP14665,2025-09-20,338671.44,3192.61,1410.88,340453.17,6425.58,1868.67,76,8794.8,16353.21,-2435.29
GRP59423,2023-11-01,280940.82,3919.7,4553.04,280307.48000000004,2645.14,1387.45,68,7675.53,25482.2,1217.19
GRP73931,2022-07-31,128259.8,1724.03,7469.61,122514.22,1937.3,1111.35,48,4396.64,10279.57,1047.78
GRP56355,2021-07-09,134517.38,3467.27,1114.46,136870.19,7566.5,653.7,6,7384.17,13854.47,-1689.83
GRP21357,2019-08-10,69721.13,2413.29,4435.62,67698.8,5124.63,26.25,6,5737.76,29989.81,-1863.06
GRP31509,2020-12-12,169017.83,1345.06,7015.28,163347.61,9315.09,1077.77,81,3745.65,6061.46,-1660.59
GRP34256,2023-03-12,429483.96,4018.19,9896.05,423606.10000000003,3575.93,32.06,98,8731.47,5222.09,-4139.77
GRP11169,2018-07-19,184201.76,149.8,6192.17,178159.38999999998,3044.2,294.16,62,3335.25,9038.86,-483.5
GRP84061,2025-12-10,304394.1,472.23,1495.04,303371.29,2168.82,1784.9,59,1486.1,22924.71,-229.45
GRP82757,2022-07-24,335956.12,692.6,4056.55,332592.17,8238.69,319.23,87,6084.5,5275.07,-1508.21
GRP69252,2018-12-28,470718.32,1279.9,9030.07,462968.15,4907.39,337.38,3,7915.33,19397.57,-2784.96
GRP42752,2018-10-01,45985.13,492.16,6790.59,39686.7,7641.11,963.59,43,2754.29,27556.43,3741.07
GRP73785,2018-12-02,29769.39,3816.43,9647.38,23938.440000000002,4068.82,861.6,74,8208.02,8064.36,-73.67
GRP79391,2022-02-19,38903.59,4317.06,7765.05,35455.59999999999,8606.01,92.91,45,8013.28,9531.86,3472.8
GRP04039,2024-06-29,154381.36,2836.21,9566.52,147651.05,6571.93,1011.57,80,3031.37,26681.7,1660.96
GRP80558,2024-07-25,11741.62,1573.14,5243.73,8071.030000000001,5147.99,787.09,11,5894.13,11651.37,1223.44
GRP52557,2019-03-04,387139.14,1980.54,9390.66,379729.02,4640.35,977.22,96,7659.97,27260.0,3336.51
GRP29038,2023-06-10,198211.65,1822.63,8016.58,192017.7,8586.06,882.19,29,7599.08,23915.63,3637.06
GRP57376,2023-07-08,289858.37,1549.45,9024.0,282383.82,9659.11,640.02,47,4831.49,28741.3,1307.93
GRP23400,2021-08-07,153396.18,1948.76,9923.54,145421.4,3519.35,393.78,82,7045.53,28489.83,1819.65
GRP44284,2025-04-07,468974.71,2963.75,8813.9,463124.56,1423.68,713.55,100,6891.74,13082.85,1192.97
GRP75524,2018-08-23,83270.35,814.23,5953.94,78130.64,6670.32,1146.06,52,5406.61,24930.75,1295.65
GRP87947,2022-05-19,68264.01,407.7,6044.51,62627.19999999999,1730.62,1775.68,5,4421.63,15146.28,1452.14
